sID,sentence,top_label,label,class_name
6201,"My dad is really mad at my bf about wat happened, and it really upsets me.",Family Issues,2,family
6202,My dad's been getting all insecure about it.,Family Issues,2,family
6203,"My mom was expressing a deep resentment of Mrs. Grier today, and what she appears to be doing to me.",Family Issues,2,family
6204,today i got in a fight with my dad.,Family Issues,2,family
6205,"Bad, Im struggling so badly right now life sucks and now my mom and dad have to make me feel worse.",Family Issues,2,family
6206,Except that fact that my family drives me crazy.,Family Issues,2,family
6207,My mom is extremely mad at me.,Family Issues,2,family
6208,Hello! So yea Um. the other day i got in a fight with my dad,Family Issues,2,family
6209,another thing that i'm really worried abuot that i shouldn't even be thinking right now is about how my family in general is going to do.,Family Issues,2,family
6210,My maternal grandmother was diagnosed with a particularly aggressive and fast moving form of ovarian cancer when it was in a fairly advanced stage of development.,Family Issues,2,family
6211,Mom and Dad would never forgive us.,Family Issues,2,family
6212,My mom thinks Ellie isn't ready and I can't judge for myself in this situation.,Family Issues,2,family
6213,"So, it starts out that I'm cranky, because I had a bad weekend, and I just didn't want to go to school.",Emotional Turmoil,6,unknown
6214,i can't handle my little brother's sickness.,Family Issues,2,family
6215,"i was so frustrated.then after my cousin, aunt, and casey left me and mom got into a fight.. she was yelling.. cause i blamed ashlie on her.",Family Issues,2,family
6216,"My parents cant get along for a full day, my father wants nothing to do with my life.",Family Issues,2,family
6217,My mom was so worried about us..,Family Issues,2,family
6218,"When my mom called earlier, before work, I just did not want to talk to her and sounded really depressed.",Family Issues,2,family
6219,"Been fighting with mom a lot lately, which kind of makes me sad.",Family Issues,2,family
6220,well my mom has been very sick.,Family Issues,2,family
6221,my sister is a pain in my ass.,Family Issues,2,family
6222,"Her mother was threatened by her, worried.",Family Issues,2,family
6223,"It is sooo hard right now, cuz i know my parents are really goin through a hard time.",Family Issues,2,family
6224,jesus fucking christ this whole country makes me sick. and my goddamned parents want me to have dinner with them and celebrate.,Family Issues,2,family
6225,I often feel bad when it comes to my friends back home.,Social Relationships,4,friends
6226,I'm really getting tired of my family.,Family Issues,2,family
6227,He cheated on my mom.,Family Issues,2,family
6228,My parents couldn't get me off the thing.,Family Issues,2,family
6229,I'm having a very stressful conversation with my Mom here.,Family Issues,2,family
6230,"It just makes me sad to think my baby is getting older and any health ""problem"" upsets me greatly.",Family Issues,2,family
6231,My parents are driving me insane.,Family Issues,2,family
6232,"i'm so worried about failing, and about money, and about my mom hating me.",Financial Problem,5,finance
6233,Mom was diagnosed with stage 3C ovarian cancer.,Family Issues,2,family
6234,My mom's in VA seeing my Aunt Lisa who is pretty sick.,Family Issues,2,family
6235,"Great, M caused a fight between brothers.",Family Issues,2,family
6236,"your mother and i are gunna have dinner cuz ill wilt away before you get home"" and you know what I HATE BEING HOME!!!",Family Issues,2,family
6237,Its her husbands word against her parents and the whole situation is such a mess.,Family Issues,2,family
6238,"Secondly, I know my mom worries a lot, but when she says things like that to me, it scares me.",Family Issues,2,family
6239,"It makes me really sad that my mom can't be happy for me, that she has to add stress on to everything else that is already stressful.",Family Issues,2,family
6240,my mom started crying and she said it hurts that my sister didnt go to her for this kinda stuff.,Family Issues,2,family
6241,Going over to Eliza's house and getting sick there since Eliza and her mom were both sick 3.,"Health, Fatigue, or Physical Pain",3,health
6242,This is the week I haven't been looking forward to because my family is about to be split up.,Family Issues,2,family
6243,I've been fighting with my parents.,Family Issues,2,family
6244,i can't stand my parents either. seriously.,Family Issues,2,family
6245,After feeling very angry and upset with my mom.,Family Issues,2,family
6246,My mom is really starting to irk me.,Family Issues,2,family
6247,I understand that my parents had no control over the situation and that bothers them.,Family Issues,2,family
6248,ew my mom was giving me a hard time about prociesum.,Family Issues,2,family
6249,My mom just got diagnosed with breast cancer and that is kind of scary.,Family Issues,2,family
6250,jacki's dad is going in for surgery tomorrow.,"Health, Fatigue, or Physical Pain",3,health
6251,"I'm really, really worried and upset and keep getting conflicting information from my family with my mom tending toward the optimistic and my sister tending toward the pessimistic.",Family Issues,2,family
6252,My mom gets so stressy and bitchy during the holidays and then she takes it all out on me and yells at me.,Family Issues,2,family
6253,my mom lost her job.,Family Issues,2,family
6254,my mom lost her job today.,Family Issues,2,family
6255,"Sure, she's got problems, but bitching about it to everyone and their mom isn't going to help me in the long run. I won't have friends much longer.",Social Relationships,4,friends
6256,"i feel bad,i have been really bitchy to mom lately.",Family Issues,2,family
6257,"my family never helps, no, they make things worse.",Family Issues,2,family
6258,I'm getting very tired of my mother telling me that I do not have my priorities straight.,Family Issues,2,family
6259,my family can't find or contact my sister.,Family Issues,2,family
6260,So I definately got in a fight with my Dad.,Family Issues,2,family
6261,My brother and I have been arguing and having disagreements at work.,Family Issues,2,family
6262,I'm crying because I know this is going to hit my family hard when they've already been through so much.,Family Issues,2,family
6263,i was so worried things would be bad this weekend and get me all upset so i can't study and do well on my 2 exams.,School,1,work
6264,Its wierd but me and my brother are really sick.,"Health, Fatigue, or Physical Pain",3,health
6265,"Lorraine, who I work with, her son does not have money saved up.",Financial Problem,5,finance
6266,My mother is driving me INSANE.,Family Issues,2,family
6267,i am sick of husband not understanding and people avoiding me because they don't understand.,Social Relationships,4,friends
6268,"I had an argument with my mom, and now I feel all sad and squishy.",Family Issues,2,family
6269,I'm scared of what my family will say.,Family Issues,2,family
6270,I've been having nightmares about going back to school already and the kids hating me and not listening and it's only Monday.,School,1,work
6271,"i don't enjoy spending time with my family currently, and this makes me a horrible person cause i am leaving in a month.",Family Issues,2,family
6272,my sister is pissing me off. and,Family Issues,2,family
6273,today i went to school i fucking woke up late because of my stupid dad i fuckin hate him..,Family Issues,2,family
6274,i found out my mom lost her job.,Family Issues,2,family
6275,"I am so frustrated, upset and angry with what's going on between mom and dad.",Family Issues,2,family
6276,My mom is pissed off at me.,Family Issues,2,family
6277,Bad ones an now my mom an me are getting worried.,Family Issues,2,family
